lane1.288, 159.3809657790289
lane1.290, 169.4518299275682
lane1.292, 192.8949182409501
lane1.294, 149.82794441064408
lane1.296, 187.97281411888116
lane1.298, 191.0480915017306
lane1.300, 155.16368549263453
lane1.302, 174.64132849880565
lane1.304, 149.92009714555118
lane1.306, 162.98671441687964
lane1.308, 192.1471793901726
lane1.310, 169.67302813042897
lane1.312, 190.02647441941937
lane1.314, 162.20121095841117
lane1.316, 162.83322942531544
lane1.318, 193.17432382961243
lane1.320, 169.5740117952195
lane1.322, 176.27598050412402
lane1.324, 174.48027191876
lane1.326, 180.5373832521983
lane1.328, 167.01568006310328
lane1.330, 167.15017712732083
lane1.332, 164.74039122216956
lane1.334, 173.57447256904555
lane1.336, 167.69686050209256
lane1.338, 182.1126264328835
lane1.340, 153.10171881895215
lane1.342, 158.4111587340896
lane1.344, 165.47173657682714
lane1.346, 187.63170488067433
lane1.348, 191.82896369408408
lane1.350, 148.26365308747697
lane1.352, 186.9158312300327
lane1.354, 150.73928288007193
lane1.356, 174.3244540898547
lane1.358, 162.1017233669842
lane1.360, 184.16890764242407
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
egoid, startDis
